sid,start_time,end_time,observation_count,lat_first,lat_min,lat_max,lon_first,lon_min,lon_max,basin,nature,storm_speed_mean,storm_dir_mean,season,duration_days,basin_name,storm_type
1858345S08094,1858-12-11 06:00:00,1858-12-14 06:00:00,25,-7.8,-15.5,-7.8,93.5,89.6,93.5,SI,NR,7.0,206.6,1858,3.0,South Indian,NR
1859021S14077,1859-01-21 06:00:00,1859-01-25 06:00:00,33,-14.2,-17.1,-14.2,77.3,66.6,77.3,SI,NR,6.666666666666667,255.15151515151516,1859,4.0,South Indian,NR
1859021S14078,1859-01-21 06:00:00,1859-01-27 06:00:00,49,-14.2,-17.5,-14.0,78.4,65.6,78.4,SI,NR,5.326530612244898,248.6734693877551,1859,6.0,South Indian,NR
1859042S32050,1859-02-11 06:00:00,1859-02-17 06:00:00,49,-31.6,-35.5,-31.6,50.4,50.4,59.3,SI,NR,3.5714285714285716,116.73469387755102,1859,6.0,South Indian,NR
1859046S32051,1859-02-14 18:00:00,1859-02-19 06:00:00,37,-31.6,-34.3,-31.6,50.9,50.9,57.5,SI,NR,3.4324324324324325,115.54054054054055,1859,4.5,South Indian,NR
1859060S08057,1859-03-01 06:00:00,1859-03-08 06:00:00,57,-8.2,-31.8,-8.2,56.6,55.1,60.4,SI,NR,8.824561403508772,175.96491228070175,1859,7.0,South Indian,NR
1859060S09057,1859-02-28 18:00:00,1859-03-06 06:00:00,45,-8.8,-31.2,-8.8,56.7,55.3,59.9,SI,NR,10.688888888888888,163.77777777777777,1859,5.5,South Indian,NR
1859070S05088,1859-03-11 06:00:00,1859-03-17 06:00:00,49,-4.5,-24.3,-4.5,88.4,77.0,88.4,SI,NR,9.387755102040817,204.3877551020408,1859,6.0,South Indian,NR
1859070S05448,1859-03-10 18:00:00,1859-03-15 06:00:00,37,-4.7,-23.2,-4.7,88.0,77.6,88.0,SI,NR,11.621621621621621,201.6216216216216,1859,4.5,South Indian,NR
1859101S10091,1859-04-11 06:00:00,1859-04-15 06:00:00,33,-10.4,-14.8,-10.4,90.5,78.5,90.5,SI,NR,8.0,243.93939393939394,1859,4.0,South Indian,NR
1859101S10451,1859-04-10 18:00:00,1859-04-13 06:00:00,21,-10.3,-13.5,-10.3,90.5,79.5,90.5,SI,NR,11.476190476190476,254.28571428571428,1859,2.5,South Indian,NR
1859152S05087,1859-05-31 18:00:00,1859-06-03 06:00:00,21,-4.7,-10.1,-4.7,87.0,80.3,87.0,SI,NR,8.571428571428571,230.71428571428572,1859,2.5,South Indian,NR
1859162S04088,1859-06-11 06:00:00,1859-06-15 06:00:00,33,-4.4,-11.5,-4.4,87.6,78.8,87.6,SI,NR,6.9393939393939394,231.21212121212122,1859,4.0,South Indian,NR
1859172N18275,1859-06-20 12:00:00,1859-06-27 18:00:00,59,18.0,18.0,21.4,-85.4,-98.5,-85.4,,TS,4.728813559322034,280.33898305084745,1859,7.25,,Tropical Storm
1859224N28287,1859-08-11 12:00:00,1859-08-19 18:00:00,67,28.2,28.2,43.3,-73.2,-74.6,-56.5,,TS,7.149253731343284,165.37313432835822,1859,8.25,,Tropical Storm
1859234N24275,1859-08-21 12:00:00,1859-08-26 12:00:00,41,24.0,24.0,42.4,-85.4,-85.4,-67.5,,TS,12.268292682926829,30.609756097560975,1859,5.0,,Tropical Storm
1859236N13337,1859-08-23 12:00:00,1859-08-25 12:00:00,17,12.5,12.5,15.4,-23.5,-29.0,-23.5,,TS,7.588235294117647,298.52941176470586,1859,2.0,,Tropical Storm
1859245N17300,1859-09-02 00:00:00,1859-09-03 06:00:00,11,17.3,17.3,17.5,-59.7,-65.4,-59.7,,TS,10.909090909090908,270.0,1859,1.25,,Tropical Storm
1859249N11324,1859-09-05 12:00:00,1859-09-14 00:00:00,69,11.4,11.4,53.0,-36.0,-57.8,-36.0,,TS,17.26086956521739,169.1304347826087,1859,8.5,,Tropical Storm
1859253N21275,1859-09-09 12:00:00,1859-09-22 12:00:00,105,20.7,20.7,48.5,-85.5,-88.7,-40.0,,TS,10.552380952380952,181.47619047619048,1859,13.0,,Tropical Storm
1859272N15322,1859-09-28 12:00:00,1859-10-07 12:00:00,73,14.9,14.9,17.8,-38.3,-44.5,-38.3,,TS,2.1506849315068495,285.54794520547944,1859,9.0,,Tropical Storm
1859273N17289,1859-09-29 12:00:00,1859-10-06 18:00:00,59,16.5,16.5,44.5,-71.0,-74.7,-61.0,,TS,11.661016949152541,138.38983050847457,1859,7.25,,Tropical Storm
1859277N22287,1859-10-03 21:00:00,1859-10-12 12:00:00,70,22.0,22.0,48.5,-72.6,-72.6,-30.3,,TS,14.557142857142857,51.642857142857146,1859,8.625,,Tropical Storm
1859284N19293,1859-10-10 12:00:00,1859-10-18 00:00:00,61,19.0,19.0,31.7,-67.3,-77.2,-67.3,,TS,5.819672131147541,274.42622950819674,1859,7.5,,Tropical Storm
1859289N25285,1859-10-16 00:00:00,1859-10-18 06:00:00,20,25.1,25.1,27.2,-75.1,-81.8,-75.1,,TS,7.3,289.5,1859,2.25,,Tropical Storm
1859297N20267,1859-10-23 12:00:00,1859-10-29 18:00:00,51,20.0,20.0,32.7,-93.5,-93.5,-63.5,,TS,12.333333333333334,48.23529411764706,1859,6.25,,Tropical Storm
1859312N13278,1859-11-08 00:00:00,1859-11-15 00:00:00,57,12.8,12.8,34.0,-82.4,-84.5,-68.0,,TS,10.526315789473685,185.08771929824562,1859,7.0,,Tropical Storm
1859335S05090,1859-11-30 18:00:00,1859-12-05 06:00:00,37,-4.7,-21.3,-4.7,90.2,84.5,90.2,SI,NR,10.18918918918919,183.51351351351352,1859,4.5,South Indian,NR
1859335S05091,1859-12-01 06:00:00,1859-12-07 06:00:00,49,-4.6,-22.7,-4.6,90.7,84.4,90.7,SI,NR,8.510204081632653,188.26530612244898,1859,6.0,South Indian,NR
1859335S14043,1859-11-30 18:00:00,1859-12-05 06:00:00,37,-14.1,-18.1,-13.6,42.8,39.3,43.3,SI,NR,4.4324324324324325,210.94594594594594,1859,4.5,South Indian,NR
1860011S13068,1860-01-11 06:00:00,1860-01-19 06:00:00,65,-13.4,-30.9,-13.4,68.3,59.2,71.3,SI,NR,8.430769230769231,187.53846153846155,1860,8.0,South Indian,NR
1860011S14067,1860-01-11 06:00:00,1860-01-16 06:00:00,41,-14.2,-30.1,-14.2,67.3,59.4,70.0,SI,NR,12.097560975609756,179.7560975609756,1860,5.0,South Indian,NR
1860011S15076,1860-01-11 06:00:00,1860-01-16 06:00:00,41,-14.7,-22.3,-14.7,76.1,68.9,76.1,SI,NR,5.024390243902439,220.4878048780488,1860,5.0,South Indian,NR
1860021S16057,1860-01-21 06:00:00,1860-01-26 06:00:00,41,-16.2,-24.4,-16.2,57.1,55.1,57.6,SI,NR,4.804878048780488,168.17073170731706,1860,5.0,South Indian,NR
1860039S17057,1860-02-07 18:00:00,1860-02-12 06:00:00,37,-17.3,-29.9,-17.3,56.7,51.7,56.7,SI,NR,8.297297297297296,187.97297297297297,1860,4.5,South Indian,NR
1860042S17057,1860-02-11 06:00:00,1860-02-17 06:00:00,49,-17.0,-30.6,-17.0,57.2,51.8,57.2,SI,NR,6.836734693877551,182.85714285714286,1860,6.0,South Indian,NR
1860052S10081,1860-02-21 06:00:00,1860-02-28 06:00:00,57,-9.8,-19.5,-9.8,80.7,69.5,80.7,SI,NR,5.2105263157894735,228.1578947368421,1860,7.0,South Indian,NR
1860052S12105,1860-02-21 06:00:00,1860-02-24 06:00:00,25,-12.0,-16.0,-12.0,105.0,100.3,105.0,SI,NR,5.32,222.4,1860,3.0,South Indian,NR
1860052S14057,1860-02-21 06:00:00,1860-02-28 06:00:00,57,-13.9,-21.8,-13.9,56.9,50.8,56.9,SI,NR,3.456140350877193,215.7017543859649,1860,7.0,South Indian,NR
1860061S13085,1860-03-01 06:00:00,1860-03-08 06:00:00,57,-13.2,-28.4,-13.2,85.1,60.8,85.1,SI,NR,10.350877192982455,235.17543859649123,1860,7.0,South Indian,NR
1860061S13445,1860-02-29 18:00:00,1860-03-05 06:00:00,37,-13.4,-27.4,-13.4,84.6,61.6,84.6,SI,NR,15.0,241.8918918918919,1860,4.5,South Indian,NR
1860081S14069,1860-03-21 06:00:00,1860-03-31 06:00:00,81,-13.6,-30.5,-13.6,69.0,56.8,69.0,SI,NR,5.419753086419753,218.58024691358025,1860,10.0,South Indian,NR
1860081S14429,1860-03-20 18:00:00,1860-03-29 06:00:00,69,-13.7,-28.6,-13.7,68.7,57.0,68.7,SI,NR,5.739130434782608,220.8695652173913,1860,8.5,South Indian,NR
1860112S11085,1860-04-20 18:00:00,1860-04-22 06:00:00,13,-11.0,-11.6,-11.0,85.3,78.0,85.3,SI,NR,12.307692307692308,262.6923076923077,1860,1.5,South Indian,NR
1860112S11086,1860-04-21 06:00:00,1860-04-24 06:00:00,25,-10.9,-12.5,-10.8,85.7,76.1,85.7,SI,NR,8.16,256.4,1860,3.0,South Indian,NR
1860122S07087,1860-05-01 06:00:00,1860-05-07 06:00:00,49,-7.2,-15.3,-7.2,87.2,68.3,87.2,SI,NR,8.591836734693878,244.69387755102042,1860,6.0,South Indian,NR
1860122S07447,1860-04-30 18:00:00,1860-05-05 06:00:00,37,-7.3,-13.5,-7.3,86.7,69.7,86.7,SI,NR,9.972972972972974,249.1891891891892,1860,4.5,South Indian,NR
1860208N11301,1860-07-25 12:00:00,1860-08-01 06:00:00,55,11.0,11.0,20.0,-59.0,-96.6,-59.0,,TS,14.163636363636364,277.45454545454544,1860,6.75,,Tropical Storm
1860221N28276,1860-08-08 00:00:00,1860-08-16 06:00:00,68,28.1,27.4,33.3,-84.1,-90.0,-72.0,,TS,6.867647058823529,157.2058823529412,1860,8.25,,Tropical Storm
1860227N25311,1860-08-13 12:00:00,1860-08-17 12:00:00,33,25.1,25.1,31.9,-48.8,-51.8,-48.8,,TS,4.7272727272727275,340.45454545454544,1860,4.0,,Tropical Storm
1860227N26291,1860-08-13 12:00:00,1860-08-18 12:00:00,41,26.4,26.4,34.2,-69.2,-70.9,-57.3,,TS,8.292682926829269,136.70731707317074,1860,5.0,,Tropical Storm
1860232N25291,1860-08-18 12:00:00,1860-08-27 12:00:00,73,25.0,25.0,50.5,-69.0,-73.7,-59.5,,TS,8.26027397260274,206.84931506849315,1860,9.0,,Tropical Storm
1860237N28283,1860-08-24 00:00:00,1860-08-26 18:00:00,23,28.2,28.2,42.0,-77.1,-77.1,-67.1,,TS,14.434782608695652,30.0,1860,2.75,,Tropical Storm
1860245N20333,1860-08-31 12:00:00,1860-09-08 12:00:00,65,20.5,20.5,37.5,-27.5,-43.3,-26.5,,TS,10.6,191.3846153846154,1860,8.0,,Tropical Storm
1860247N13298,1860-09-02 12:00:00,1860-09-13 00:00:00,85,12.5,12.5,47.9,-62.3,-68.2,-40.5,,TS,10.929411764705883,151.35294117647058,1860,10.5,,Tropical Storm
1860252N18284,1860-09-07 12:00:00,1860-09-16 12:00:00,74,17.5,17.5,34.0,-76.2,-89.4,-76.2,,TS,6.581081081081081,257.8378378378378,1860,9.0,,Tropical Storm
1860258N14336,1860-09-14 00:00:00,1860-09-15 00:00:00,9,14.4,14.4,16.0,-24.0,-30.0,-24.0,,TS,15.0,285.0,1860,1.0,,Tropical Storm
1860259N27296,1860-09-14 12:00:00,1860-09-21 18:00:00,59,26.5,26.5,37.8,-64.5,-69.4,-64.5,,TS,4.898305084745763,193.89830508474577,1860,7.25,,Tropical Storm
1860262N22294,1860-09-18 00:00:00,1860-09-21 18:00:00,31,22.2,22.2,39.0,-66.1,-71.0,-66.1,,TS,12.419354838709678,228.5483870967742,1860,3.75,,Tropical Storm
1860267N12318,1860-09-23 00:00:00,1860-09-29 12:00:00,53,12.0,12.0,17.8,-41.6,-45.9,-41.6,,TS,2.9245283018867925,315.47169811320754,1860,6.5,,Tropical Storm
1860269N20266,1860-09-24 12:00:00,1860-10-03 18:00:00,76,19.5,19.5,34.1,-93.8,-94.0,-90.4,,TS,4.578947368421052,84.34210526315789,1860,9.25,,Tropical Storm
1860289N14290,1860-10-15 06:00:00,1860-10-24 06:00:00,73,13.8,13.8,41.7,-69.6,-74.2,-61.5,,TS,9.698630136986301,219.04109589041096,1860,9.0,,Tropical Storm
1860336S08087,1860-12-01 06:00:00,1860-12-07 06:00:00,49,-8.3,-14.3,-8.3,86.8,74.7,86.8,SI,NR,5.489795918367347,242.55102040816325,1860,6.0,South Indian,NR
1860336S09086,1860-12-01 06:00:00,1860-12-05 06:00:00,33,-8.8,-13.7,-8.8,85.6,75.6,85.6,SI,NR,6.848484848484849,244.3939393939394,1860,4.0,South Indian,NR
1861011S17051,1861-01-11 06:00:00,1861-01-17 06:00:00,49,-17.0,-31.5,-16.8,50.6,50.6,77.5,SI,NR,11.979591836734693,133.0612244897959,1861,6.0,South Indian,NR
1861011S17411,1861-01-11 06:00:00,1861-01-15 06:00:00,33,-17.2,-30.8,-17.2,51.1,51.1,76.3,SI,NR,17.03030303030303,123.03030303030303,1861,4.0,South Indian,NR
1861021S13086,1861-01-21 06:00:00,1861-01-28 06:00:00,57,-13.1,-23.9,-13.1,86.1,68.9,86.3,SI,NR,7.192982456140351,223.7719298245614,1861,7.0,South Indian,NR
1861021S13446,1861-01-21 06:00:00,1861-01-25 06:00:00,33,-13.2,-23.0,-13.2,85.8,69.8,85.8,SI,NR,11.424242424242424,235.15151515151516,1861,4.0,South Indian,NR
1861039S10077,1861-02-07 18:00:00,1861-02-18 06:00:00,85,-9.9,-21.3,-9.9,76.9,76.3,84.7,SI,NR,3.6705882352941175,141.41176470588235,1861,10.5,South Indian,NR
1861042S10077,1861-02-11 06:00:00,1861-02-24 06:00:00,105,-9.7,-22.0,-9.7,77.1,76.3,85.4,SI,NR,3.2285714285714286,140.47619047619048,1861,13.0,South Indian,NR
1861042S16062,1861-02-11 06:00:00,1861-02-21 06:00:00,81,-15.8,-28.8,-15.8,62.1,56.3,62.3,SI,NR,4.518518518518518,187.90123456790124,1861,10.0,South Indian,NR
1861046S16062,1861-02-14 18:00:00,1861-02-21 06:00:00,53,-16.0,-28.3,-16.0,62.0,56.3,62.0,SI,NR,6.452830188679245,183.49056603773585,1861,6.5,South Indian,NR
1861052S08069,1861-02-21 06:00:00,1861-03-01 06:00:00,65,-8.3,-33.5,-8.3,69.0,52.4,69.0,SI,NR,9.215384615384615,210.3846153846154,1861,8.0,South Indian,NR
1861070S11100,1861-03-11 06:00:00,1861-03-16 06:00:00,41,-11.3,-13.9,-11.3,100.1,90.7,100.2,SI,NR,4.7317073170731705,242.4390243902439,1861,5.0,South Indian,NR
1861091S07085,1861-03-31 18:00:00,1861-04-05 06:00:00,37,-7.0,-13.2,-6.8,84.7,79.0,85.4,SI,NR,7.054054054054054,197.43243243243242,1861,4.5,South Indian,NR
1861101S09083,1861-04-10 18:00:00,1861-04-17 06:00:00,53,-9.3,-16.2,-9.3,83.1,66.8,83.1,SI,NR,6.981132075471698,246.1320754716981,1861,6.5,South Indian,NR
1861101S09084,1861-04-11 06:00:00,1861-04-19 06:00:00,65,-9.2,-17.4,-9.2,83.5,66.0,83.5,SI,NR,6.153846153846154,242.84615384615384,1861,8.0,South Indian,NR
1861185N15303,1861-07-04 00:00:00,1861-07-12 18:00:00,71,14.5,14.5,36.1,-56.8,-70.8,-56.8,,TS,8.408450704225352,234.08450704225353,1861,8.75,,Tropical Storm
1861202N37285,1861-07-20 12:00:00,1861-07-25 12:00:00,41,36.5,36.0,38.0,-75.0,-76.5,-65.0,,SS,5.439024390243903,141.9512195121951,1861,5.0,,Subtropical Storm
1861210N15276,1861-07-28 12:00:00,1861-08-01 12:00:00,33,15.2,15.2,22.6,-84.0,-98.8,-84.0,,TS,10.030303030303031,298.3333333333333,1861,4.0,,Tropical Storm
1861221N13316,1861-08-09 06:00:00,1861-08-18 12:00:00,75,12.5,12.5,32.4,-44.0,-91.8,-44.0,,TS,13.853333333333333,294.3333333333333,1861,9.25,,Tropical Storm
1861226N21290,1861-08-13 12:00:00,1861-08-17 18:00:00,35,20.5,20.5,27.0,-70.0,-85.6,-70.0,,TS,9.457142857142857,297.57142857142856,1861,4.25,,Tropical Storm
1861237N35296,1861-08-24 12:00:00,1861-08-31 12:00:00,57,34.5,34.5,49.5,-64.0,-64.0,-34.8,,TS,10.368421052631579,63.24561403508772,1861,7.0,,Tropical Storm
1861254N19314,1861-09-11 00:00:00,1861-09-18 12:00:00,61,19.0,19.0,48.3,-46.3,-58.2,-30.1,,TS,15.114754098360656,245.49180327868854,1861,7.5,,Tropical Storm
1861255N13337,1861-09-11 12:00:00,1861-09-19 12:00:00,65,13.5,13.5,34.1,-23.4,-50.5,-23.4,,TS,12.092307692307692,265.15384615384613,1861,8.0,,Tropical Storm
1861266N20269,1861-09-22 12:00:00,1861-09-29 00:00:00,53,20.0,20.0,51.5,-91.5,-91.5,-68.0,,TS,14.830188679245284,24.245283018867923,1861,6.5,,Tropical Storm
1861270N29283,1861-09-27 06:00:00,1861-09-28 12:00:00,12,28.5,28.5,45.0,-77.5,-78.0,-67.5,,TS,38.833333333333336,81.25,1861,1.25,,Tropical Storm
1861275N19299,1861-10-01 12:00:00,1861-10-10 12:00:00,73,18.7,18.7,36.5,-61.0,-72.8,-61.0,,TS,7.273972602739726,241.91780821917808,1861,9.0,,Tropical Storm
1861277N15320,1861-10-03 12:00:00,1861-10-12 18:00:00,75,15.0,15.0,38.5,-40.0,-51.8,-21.5,,TS,12.893333333333333,177.4,1861,9.25,,Tropical Storm
1861279N20314,1861-10-06 00:00:00,1861-10-09 18:00:00,31,20.0,20.0,39.0,-46.0,-54.0,-46.0,,TS,15.483870967741936,221.61290322580646,1861,3.75,,Tropical Storm
1861290N25292,1861-10-16 12:00:00,1861-10-22 12:00:00,49,25.0,25.0,35.6,-68.5,-76.8,-68.5,,TS,7.938775510204081,151.73469387755102,1861,6.0,,Tropical Storm
1861304N25267,1861-10-31 00:00:00,1861-11-03 18:00:00,31,24.5,24.5,45.0,-93.5,-93.5,-75.9,,TS,18.64516129032258,29.838709677419356,1861,3.75,,Tropical Storm
1861305N26278,1861-11-01 06:00:00,1861-11-03 18:00:00,24,25.5,25.5,44.0,-82.1,-82.1,-70.0,,TS,20.833333333333332,28.333333333333332,1861,2.5,,Tropical Storm
1861305S10085,1861-10-31 18:00:00,1861-11-03 06:00:00,21,-9.7,-13.0,-9.7,85.2,74.2,85.2,SI,NR,11.095238095238095,253.33333333333334,1861,2.5,South Indian,NR
1861315S10085,1861-11-11 06:00:00,1861-11-15 06:00:00,33,-9.7,-13.6,-9.7,85.0,72.1,85.0,SI,NR,8.121212121212121,253.03030303030303,1861,4.0,South Indian,NR
1861355S05087,1861-12-21 06:00:00,1861-12-27 06:00:00,49,-5.4,-18.5,-5.4,86.8,83.1,86.8,SI,NR,5.979591836734694,189.69387755102042,1861,6.0,South Indian,NR
1861355S06087,1861-12-20 18:00:00,1861-12-25 06:00:00,37,-5.5,-16.3,-5.5,86.7,83.3,86.7,SI,NR,6.756756756756757,184.86486486486487,1861,4.5,South Indian,NR
1861355S11068,1861-12-20 18:00:00,1861-12-31 06:00:00,85,-11.0,-24.8,-11.0,68.3,65.3,70.3,SI,NR,3.988235294117647,182.11764705882354,1861,10.5,South Indian,NR
1862001S12081,1862-01-01 06:00:00,1862-01-09 06:00:00,65,-11.9,-20.3,-11.9,81.5,77.5,81.5,SI,NR,3.3230769230769233,180.3846153846154,1862,8.0,South Indian,NR
1862001S12104,1862-01-01 06:00:00,1862-01-05 06:00:00,33,-12.4,-21.9,-12.3,104.0,96.8,104.0,SI,NR,7.424242424242424,196.36363636363637,1862,4.0,South Indian,NR
1862001S13103,1862-01-01 06:00:00,1862-01-03 06:00:00,17,-13.1,-16.1,-10.1,103.1,97.0,103.1,SI,NR,14.058823529411764,235.88235294117646,1862,2.0,South Indian,NR
1862011S21051,1862-01-11 06:00:00,1862-01-16 06:00:00,41,-20.9,-26.2,-20.9,51.4,49.6,51.4,SI,NR,3.024390243902439,192.0731707317073,1862,5.0,South Indian,NR
1862021S12055,1862-01-21 06:00:00,1862-01-25 06:00:00,33,-11.9,-18.1,-11.9,55.3,53.8,55.5,SI,NR,4.818181818181818,174.54545454545453,1862,4.0,South Indian,NR
1862052S08080,1862-02-21 06:00:00,1862-03-01 06:00:00,65,-7.8,-24.3,-7.8,79.6,71.3,79.6,SI,NR,6.7846153846153845,187.0,1862,8.0,South Indian,NR
1862052S23092,1862-02-21 06:00:00,1862-02-24 06:00:00,25,-23.4,-25.9,-23.4,91.5,81.8,91.5,SI,NR,7.32,254.8,1862,3.0,South Indian,NR
1862060S19101,1862-03-01 00:00:00,1862-03-05 06:00:00,35,-19.3,-22.1,-19.3,100.6,96.4,100.6,SI,NR,2.857142857142857,229.14285714285714,1862,4.25,South Indian,NR
1862070S15063,1862-03-10 18:00:00,1862-03-15 06:00:00,37,-15.0,-17.0,-14.9,63.1,56.2,63.3,SI,NR,4.864864864864865,243.1081081081081,1862,4.5,South Indian,NR
1862080S09082,1862-03-21 06:00:00,1862-03-27 06:00:00,49,-9.2,-18.8,-9.2,82.1,74.0,82.1,SI,NR,5.142857142857143,219.08163265306123,1862,6.0,South Indian,NR
1862080S09442,1862-03-20 18:00:00,1862-03-25 06:00:00,37,-9.3,-17.9,-9.3,81.9,74.6,81.9,SI,NR,6.378378378378378,221.35135135135135,1862,4.5,South Indian,NR
1862147N28285,1862-05-26 12:00:00,1862-05-30 00:00:00,29,27.5,27.5,39.0,-75.2,-75.2,-56.5,,SS,14.482758620689655,56.37931034482759,1862,3.5,,Subtropical Storm
1862166N32284,1862-06-15 00:00:00,1862-06-17 18:00:00,23,32.0,32.0,36.5,-75.6,-75.6,-71.3,,TS,5.3478260869565215,38.69565217391305,1862,2.75,,Tropical Storm
1862189N28275,1862-07-07 12:00:00,1862-07-08 18:00:00,11,28.0,28.0,30.5,-85.3,-86.2,-85.3,,TS,5.0,341.8181818181818,1862,1.25,,Tropical Storm
1862198N27264,1862-07-16 12:00:00,1862-07-18 12:00:00,17,26.7,26.7,28.0,-96.0,-98.3,-96.0,,TS,3.0,302.6470588235294,1862,2.0,,Tropical Storm
1862229N24294,1862-08-16 18:00:00,1862-08-21 06:00:00,37,23.9,23.9,48.5,-65.6,-71.3,-53.2,,TS,17.81081081081081,154.32432432432432,1862,4.5,,Tropical Storm
1862237N24265,1862-08-24 12:00:00,1862-08-25 12:00:00,9,24.0,24.0,24.8,-95.2,-98.7,-95.2,,TS,8.0,285.0,1862,1.0,,Tropical Storm
1862247N15326,1862-09-03 12:00:00,1862-09-12 12:00:00,73,15.0,15.0,50.0,-34.5,-44.0,-26.3,,TS,12.904109589041095,150.34246575342465,1862,9.0,,Tropical Storm
1862251N15325,1862-09-08 00:00:00,1862-09-21 00:00:00,105,15.0,15.0,49.5,-34.8,-72.7,-34.8,,TS,14.095238095238095,230.42857142857142,1862,13.0,,Tropical Storm
1862255N26286,1862-09-12 00:00:00,1862-09-18 00:00:00,49,25.8,25.8,35.2,-73.8,-90.7,-73.8,,TS,7.795918367346939,285.61224489795916,1862,6.0,,Tropical Storm
1862274S04058,1862-09-30 18:00:00,1862-10-02 06:00:00,13,-4.0,-5.2,-4.0,58.4,55.8,58.4,SI,NR,4.923076923076923,244.6153846153846,1862,1.5,South Indian,NR
1862275N12308,1862-10-01 12:00:00,1862-10-16 18:00:00,123,12.2,12.2,45.0,-52.5,-66.5,-52.5,,TS,7.4227642276422765,261.7479674796748,1862,15.25,,Tropical Storm
1862284S04059,1862-10-11 06:00:00,1862-10-14 06:00:00,25,-3.6,-6.0,-3.6,59.0,54.2,59.0,SI,NR,4.36,242.2,1862,3.0,South Indian,NR
1862287N33290,1862-10-14 00:00:00,1862-10-17 06:00:00,27,33.0,33.0,45.5,-69.6,-69.6,-60.0,,TS,11.962962962962964,35.74074074074074,1862,3.25,,Tropical Storm
1862305S12062,1862-10-31 18:00:00,1862-11-04 06:00:00,29,-12.3,-25.0,-12.3,61.8,59.0,64.4,SI,NR,11.0,176.20689655172413,1862,3.5,South Indian,NR
1862315S12062,1862-11-11 06:00:00,1862-11-16 06:00:00,41,-12.1,-25.9,-12.1,61.8,58.7,65.9,SI,NR,8.682926829268293,165.2439024390244,1862,5.0,South Indian,NR
1862326N11280,1862-11-21 12:00:00,1862-11-25 06:00:00,31,10.5,10.2,10.5,-80.0,-80.0,-79.5,,TS,1.096774193548387,178.70967741935485,1862,3.75,,Tropical Storm
1862345S07089,1862-12-10 18:00:00,1862-12-15 06:00:00,37,-7.0,-14.8,-7.0,89.4,83.1,89.4,SI,NR,5.837837837837838,218.1081081081081,1862,4.5,South Indian,NR
1862345S07090,1862-12-11 06:00:00,1862-12-17 06:00:00,49,-6.8,-16.9,-6.8,90.2,82.8,90.2,SI,NR,5.673469387755102,195.91836734693877,1862,6.0,South Indian,NR
1863011S11055,1863-01-11 06:00:00,1863-01-18 06:00:00,57,-10.5,-23.0,-10.5,55.1,53.9,62.4,SI,NR,5.947368421052632,153.33333333333334,1863,7.0,South Indian,NR
1863011S12055,1863-01-11 06:00:00,1863-01-16 06:00:00,41,-11.6,-22.8,-11.6,54.7,54.2,61.7,SI,NR,7.317073170731708,147.9268292682927,1863,5.0,South Indian,NR
1863032S12059,1863-02-01 06:00:00,1863-02-09 06:00:00,65,-12.1,-32.2,-12.1,59.3,54.4,63.1,SI,NR,7.753846153846154,162.30769230769232,1863,8.0,South Indian,NR
1863032S13061,1863-02-01 06:00:00,1863-02-06 06:00:00,41,-12.7,-18.2,-12.7,61.1,54.7,61.1,SI,NR,4.2682926829268295,227.3170731707317,1863,5.0,South Indian,NR
1863032S14058,1863-02-01 06:00:00,1863-02-06 06:00:00,41,-14.0,-31.8,-14.0,57.8,54.3,61.9,SI,NR,10.731707317073171,173.78048780487805,1863,5.0,South Indian,NR
1863039S13061,1863-02-07 18:00:00,1863-02-11 06:00:00,29,-13.0,-17.2,-13.0,60.6,55.4,60.6,SI,NR,4.724137931034483,230.68965517241378,1863,3.5,South Indian,NR
1863042S15073,1863-02-11 06:00:00,1863-02-19 06:00:00,65,-14.8,-34.6,-14.8,72.8,49.3,72.8,SI,NR,10.430769230769231,210.46153846153845,1863,8.0,South Indian,NR
1863046S15073,1863-02-14 18:00:00,1863-02-21 06:00:00,53,-14.9,-32.7,-14.9,72.5,49.2,72.5,SI,NR,12.075471698113208,222.45283018867926,1863,6.5,South Indian,NR
1863111S13081,1863-04-20 18:00:00,1863-04-27 06:00:00,53,-13.1,-18.3,-12.9,80.5,68.7,80.6,SI,NR,5.566037735849057,237.83018867924528,1863,6.5,South Indian,NR
1863121S07089,1863-04-30 18:00:00,1863-05-08 06:00:00,61,-7.3,-14.9,-7.3,88.8,77.6,88.8,SI,NR,5.60655737704918,201.63934426229508,1863,7.5,South Indian,NR
1863141S07089,1863-05-21 06:00:00,1863-05-30 06:00:00,73,-7.0,-16.4,-7.0,89.1,77.6,89.1,SI,NR,5.534246575342466,191.7123287671233,1863,9.0,South Indian,NR
1863145N27272,1863-05-24 18:00:00,1863-05-31 00:00:00,51,27.0,26.4,47.5,-88.0,-88.3,-79.8,,TS,10.803921568627452,141.86274509803923,1863,6.25,,Tropical Storm
1863217N35284,1863-08-05 06:00:00,1863-08-09 18:00:00,37,34.5,34.5,47.5,-76.0,-76.0,-42.5,,TS,17.405405405405407,65.67567567567568,1863,4.5,,Tropical Storm
1863220N38309,1863-08-08 00:00:00,1863-08-09 18:00:00,15,37.7,37.7,42.0,-50.8,-50.8,-45.8,,TS,8.4,40.666666666666664,1863,1.75,,Tropical Storm
1863228N26299,1863-08-15 12:00:00,1863-08-24 06:00:00,71,25.5,25.5,47.0,-61.5,-75.6,-41.0,,TS,13.211267605633802,191.4788732394366,1863,8.75,,Tropical Storm
